20,0.10556822222222176
30,391.6652127731092
33,0.005293401709401705
52,0.0
85,0.4762880000000001
109,22550.27776711112
123,0.004555223218097122
124,0.05166928039702225
125,0.0
135,0.01867490909090909
138,4.8000000000000096e-05
145,0.0017127945277014994
154,1819.350916960004
194,0.10939200000000002
208,0.00043870391061452484
214,2.013170504509236
217,0.00876266666666667
263,0.00364458907721261
279,1.4131264451358634
283,0.28804327203934926
292,0.1173211056678683
298,0.6769706666666666
302,0.0002880000000000005
308,0.0001397825470572891
318,0.0007154626865671647
328,5.440000000000011e-05
333,0.041592207033840985
377,0.5999570836745882
379,0.0004886151657082016
406,0.03213281720429851
409,169.15445445485707
422,0.021867573463768206
427,0.0004902301790281584
439,0.0016627370204988523
462,0.02632533333333334
470,0.0338111719515287
491,0.10253752637736935
515,0.022393519058742817
521,3626.591665777777
523,66644.31177320385
543,214.81143108724825
549,28.214427568423925
550,80073.03145695035
565,0.00581485714285714
571,0.010585962321309034
586,1338.0716124705887
593,0.14447868299535227
600,65895.13866519221
608,0.330129331252592
625,27.31247938589833
631,0.18587232405065615
634,0.13369599999999998
638,0.00689507927565412
652,6105376.302619153
666,2.1333333333333372e-05
668,0.0004687567567567575
670,0.002256919803308831
682,0.0007211851851851908
695,0.8029158275960232
703,53.72602945575782
708,2.552145279069745
736,0.0017189881539651948
